year,name,slug,locationCode,shapeClass,shapeLabel,baseToCoreRatio,childrenShare,workingAgeShare,olderShare,incomeGroup,incomeGroupCode,worldBankCode,maleToFemale20to49,femaleToMale65Plus,workingAgeBulgeShare,youthBulgeShare,interestingTags,interestingTagLabels,notchedCohorts,maleDentCohorts,population,imagePath,pageUrl,dataUrl,imageUrl
2026,Romania,romania,642,bullet-column,Bullet / column,0.807,15.44,64.33,20.24,High income,HIC,ROU,1.052,1.518,37.33,16.46,cohort-notch,Cohort notch,60-64 (0.73),,18800604,/population-pyramids/2026/bullet-column/romania.png,https://www.populationpyramid.net/romania/2026/,https://www.populationpyramid.net/api/pp/642/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fromania%2F2026%2F%3Fshare%3Dtrue
2026,Russian Federation,russian-federation,643,bullet-column,Bullet / column,0.801,16.73,64.9,18.37,High income,HIC,RUS,0.988,1.927,40.18,16.08,female-longevity-skew,Older female surplus,,,143394458,/population-pyramids/2026/bullet-column/russian-federation.png,https://www.populationpyramid.net/russian-federation/2026/,https://www.populationpyramid.net/api/pp/643/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Frussian-federation%2F2026%2F%3Fshare%3Dtrue
2026,Rwanda,rwanda,646,high-growth-pyramid,High-growth pyramid,1.965,36.7,59.2,4.11,Low income,LIC,RWA,0.955,1.46,41.12,28.48,youth-bulge,Youth bulge,,,14889693,/population-pyramids/2026/high-growth-pyramid/rwanda.png,https://www.populationpyramid.net/rwanda/2026/,https://www.populationpyramid.net/api/pp/646/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Frwanda%2F2026%2F%3Fshare%3Dtrue
2026,Saint Lucia,saint-lucia,662,low-growth-constrictive,Low-growth / constrictive,0.708,17.07,72.59,10.34,Upper middle income,UMC,LCA,1.013,1.333,47.36,22.07,,,,,180487,/population-pyramids/2026/low-growth-constrictive/saint-lucia.png,https://www.populationpyramid.net/saint-lucia/2026/,https://www.populationpyramid.net/api/pp/662/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsaint-lucia%2F2026%2F%3Fshare%3Dtrue
2026,Saint Vincent and the Grenadines,saint-vincent-and-the-grenadines,670,bullet-column,Bullet / column,1.008,20.45,66.91,12.65,Upper middle income,UMC,VCT,1.049,1.095,40.64,21.52,,,,,99245,/population-pyramids/2026/bullet-column/saint-vincent-and-the-grenadines.png,https://www.populationpyramid.net/saint-vincent-and-the-grenadines/2026/,https://www.populationpyramid.net/api/pp/670/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsaint-vincent-and-the-grenadines%2F2026%2F%3Fshare%3Dtrue
2026,Samoa,samoa,882,high-growth-pyramid,High-growth pyramid,2.433,37.55,56.23,6.22,Upper middle income,UMC,WSM,0.968,1.168,33.71,25.02,,,,,220528,/population-pyramids/2026/high-growth-pyramid/samoa.png,https://www.populationpyramid.net/samoa/2026/,https://www.populationpyramid.net/api/pp/882/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsamoa%2F2026%2F%3Fshare%3Dtrue
2026,Sao Tome and Principe,sao-tome-and-principe,678,high-growth-pyramid,High-growth pyramid,2.132,37.17,58.84,4,Lower middle income,LMC,STP,0.974,1.264,38.99,28.77,youth-bulge,Youth bulge,,,244994,/population-pyramids/2026/high-growth-pyramid/sao-tome-and-principe.png,https://www.populationpyramid.net/sao-tome-and-principe/2026/,https://www.populationpyramid.net/api/pp/678/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsao-tome-and-principe%2F2026%2F%3Fshare%3Dtrue
2026,Saudi Arabia,saudi-arabia,682,bullet-column,Bullet / column,0.816,23.43,73.4,3.17,High income,HIC,SAU,1.847,0.833,55.82,25.12,male-working-age-surplus; working-age-bulge,Working-age male surplus; Working-age bulge,,,35165787,/population-pyramids/2026/bullet-column/saudi-arabia.png,https://www.populationpyramid.net/saudi-arabia/2026/,https://www.populationpyramid.net/api/pp/682/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsaudi-arabia%2F2026%2F%3Fshare%3Dtrue
2026,Senegal,senegal,686,high-growth-pyramid,High-growth pyramid,2.029,37.32,59,3.68,Lower middle income,LMC,SEN,1.003,1.084,40.21,29.04,youth-bulge,Youth bulge,,,19366548,/population-pyramids/2026/high-growth-pyramid/senegal.png,https://www.populationpyramid.net/senegal/2026/,https://www.populationpyramid.net/api/pp/686/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsenegal%2F2026%2F%3Fshare%3Dtrue
2026,Serbia,serbia,688,low-growth-constrictive,Low-growth / constrictive,0.741,14.2,62.42,23.38,Upper middle income,UMC,SRB,0.984,1.437,37.14,15.48,rapid-aging-profile,Aging-heavy profile,,,6641964,/population-pyramids/2026/low-growth-constrictive/serbia.png,https://www.populationpyramid.net/serbia/2026/,https://www.populationpyramid.net/api/pp/688/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fserbia%2F2026%2F%3Fshare%3Dtrue
2026,Seychelles,seychelles,690,low-growth-constrictive,Low-growth / constrictive,0.778,19.59,71.43,8.98,High income,HIC,SYC,1.463,1.14,48.29,20.17,male-working-age-surplus; working-age-bulge,Working-age male surplus; Working-age bulge,,,134959,/population-pyramids/2026/low-growth-constrictive/seychelles.png,https://www.populationpyramid.net/seychelles/2026/,https://www.populationpyramid.net/api/pp/690/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fseychelles%2F2026%2F%3Fshare%3Dtrue
2026,Sierra Leone,sierra-leone,694,high-growth-pyramid,High-growth pyramid,2.01,37.21,59.46,3.33,Low income,LIC,SLE,1.003,1.257,40.54,29.08,youth-bulge,Youth bulge,,,8996745,/population-pyramids/2026/high-growth-pyramid/sierra-leone.png,https://www.populationpyramid.net/sierra-leone/2026/,https://www.populationpyramid.net/api/pp/694/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsierra-leone%2F2026%2F%3Fshare%3Dtrue
2026,Singapore,singapore,702,low-growth-constrictive,Low-growth / constrictive,0.451,11.75,73.49,14.76,High income,HIC,SGP,1.151,1.158,51.61,22.91,cohort-notch; working-age-bulge,Cohort notch; Working-age bulge,15-19 (0.78),,5905748,/population-pyramids/2026/low-growth-constrictive/singapore.png,https://www.populationpyramid.net/singapore/2026/,https://www.populationpyramid.net/api/pp/702/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsingapore%2F2026%2F%3Fshare%3Dtrue
2026,Slovakia,slovakia,703,low-growth-constrictive,Low-growth / constrictive,0.733,15.35,65.14,19.51,High income,HIC,SVK,1.048,1.45,39.65,15.1,,,,,5451342,/population-pyramids/2026/low-growth-constrictive/slovakia.png,https://www.populationpyramid.net/slovakia/2026/,https://www.populationpyramid.net/api/pp/703/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fslovakia%2F2026%2F%3Fshare%3Dtrue
2026,Slovenia,slovenia,705,low-growth-constrictive,Low-growth / constrictive,0.749,14.24,63.09,22.67,High income,HIC,SVN,1.131,1.256,36.49,15.27,rapid-aging-profile,Aging-heavy profile,,,2114574,/population-pyramids/2026/low-growth-constrictive/slovenia.png,https://www.populationpyramid.net/slovenia/2026/,https://www.populationpyramid.net/api/pp/705/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fslovenia%2F2026%2F%3Fshare%3Dtrue
2026,Solomon Islands,solomon-islands,90,high-growth-pyramid,High-growth pyramid,1.916,36.12,60.17,3.71,Lower middle income,LMC,SLB,1.028,1.037,40.63,27.65,,,,,858287,/population-pyramids/2026/high-growth-pyramid/solomon-islands.png,https://www.populationpyramid.net/solomon-islands/2026/,https://www.populationpyramid.net/api/pp/90/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsolomon-islands%2F2026%2F%3Fshare%3Dtrue
2026,Somalia,somalia,706,high-growth-pyramid,High-growth pyramid,3.033,46.52,50.83,2.64,Low income,LIC,SOM,0.994,1.236,34.52,26.99,world-bank-fcv-fy2027; very-young-population,World Bank Public FCV list (FY2027); Very young population,,,20305907,/population-pyramids/2026/high-growth-pyramid/somalia.png,https://www.populationpyramid.net/somalia/2026/,https://www.populationpyramid.net/api/pp/706/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsomalia%2F2026%2F%3Fshare%3Dtrue
2026,South Africa,south-africa,710,bullet-column,Bullet / column,1.096,25.58,67.35,7.08,Upper middle income,UMC,ZAF,0.99,1.581,46.88,24.58,,,,,65453085,/population-pyramids/2026/bullet-column/south-africa.png,https://www.populationpyramid.net/south-africa/2026/,https://www.populationpyramid.net/api/pp/710/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsouth-africa%2F2026%2F%3Fshare%3Dtrue
2026,South Sudan,south-sudan,728,high-growth-pyramid,High-growth pyramid,2.299,37.09,59.75,3.16,Low income,LIC,SSD,0.955,1.396,37.75,31.19,world-bank-fcv-fy2027; fcv-male-deficit-signal; youth-bulge,World Bank Public FCV list (FY2027); FCV context with working-age male deficit; Youth bulge,,,12436037,/population-pyramids/2026/high-growth-pyramid/south-sudan.png,https://www.populationpyramid.net/south-sudan/2026/,https://www.populationpyramid.net/api/pp/728/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsouth-sudan%2F2026%2F%3Fshare%3Dtrue
2026,Spain,spain,724,low-growth-constrictive,Low-growth / constrictive,0.656,12.33,65.51,22.16,High income,HIC,ESP,1.026,1.279,36.78,16.01,rapid-aging-profile,Aging-heavy profile,,,47850793,/population-pyramids/2026/low-growth-constrictive/spain.png,https://www.populationpyramid.net/spain/2026/,https://www.populationpyramid.net/api/pp/724/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fspain%2F2026%2F%3Fshare%3Dtrue
2026,Sri Lanka,sri-lanka,144,bullet-column,Bullet / column,1.043,21.39,65.77,12.84,Upper middle income,UMC,LKA,0.97,1.417,41.66,22.17,,,,,23348315,/population-pyramids/2026/bullet-column/sri-lanka.png,https://www.populationpyramid.net/sri-lanka/2026/,https://www.populationpyramid.net/api/pp/144/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsri-lanka%2F2026%2F%3Fshare%3Dtrue
2026,State of Palestine,state-of-palestine,275,high-growth-pyramid,High-growth pyramid,1.963,37.04,59.02,3.95,Lower middle income,LMC,PSE,0.97,1.289,40.36,27.39,world-bank-fcv-fy2027; fcv-male-deficit-signal,World Bank Public FCV list (FY2027); FCV context with working-age male deficit,,,5692790,/population-pyramids/2026/high-growth-pyramid/state-of-palestine.png,https://www.populationpyramid.net/state-of-palestine/2026/,https://www.populationpyramid.net/api/pp/275/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fstate-of-palestine%2F2026%2F%3Fshare%3Dtrue
2026,Sudan,sudan,729,high-growth-pyramid,High-growth pyramid,2.268,39.82,56.71,3.47,Low income,LIC,SDN,0.956,0.993,38.57,28.26,world-bank-fcv-fy2027; fcv-male-deficit-signal; youth-bulge,World Bank Public FCV list (FY2027); FCV context with working-age male deficit; Youth bulge,,,53282718,/population-pyramids/2026/high-growth-pyramid/sudan.png,https://www.populationpyramid.net/sudan/2026/,https://www.populationpyramid.net/api/pp/729/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsudan%2F2026%2F%3Fshare%3Dtrue
2026,Suriname,suriname,740,high-growth-pyramid,High-growth pyramid,1.213,25.05,66.45,8.51,Upper middle income,UMC,SUR,1.033,1.407,42.76,25.11,,,,,645257,/population-pyramids/2026/high-growth-pyramid/suriname.png,https://www.populationpyramid.net/suriname/2026/,https://www.populationpyramid.net/api/pp/740/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsuriname%2F2026%2F%3Fshare%3Dtrue
2026,Swaziland,swaziland,748,high-growth-pyramid,High-growth pyramid,1.562,32.62,62.98,4.4,Lower middle income,LMC,SWZ,0.997,1.552,44.26,28.44,youth-bulge,Youth bulge,,,1269858,/population-pyramids/2026/high-growth-pyramid/swaziland.png,https://www.populationpyramid.net/swaziland/2026/,https://www.populationpyramid.net/api/pp/748/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fswaziland%2F2026%2F%3Fshare%3Dtrue
2026,Sweden,sweden,752,bullet-column,Bullet / column,0.853,16.43,62.49,21.08,High income,HIC,SWE,1.065,1.129,37.99,17.66,,,,,10701047,/population-pyramids/2026/bullet-column/sweden.png,https://www.populationpyramid.net/sweden/2026/,https://www.populationpyramid.net/api/pp/752/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsweden%2F2026%2F%3Fshare%3Dtrue
2026,Switzerland,switzerland,756,low-growth-constrictive,Low-growth / constrictive,0.748,14.8,64.32,20.88,High income,HIC,CHE,1.033,1.187,38.14,15.73,,,,,9007798,/population-pyramids/2026/low-growth-constrictive/switzerland.png,https://www.populationpyramid.net/switzerland/2026/,https://www.populationpyramid.net/api/pp/756/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fswitzerland%2F2026%2F%3Fshare%3Dtrue
2026,Syrian Arab Republic,syrian-arab-republic,760,high-growth-pyramid,High-growth pyramid,1.359,27.9,67.15,4.95,Low income,LIC,SYR,1.015,1.265,45.47,33.05,world-bank-fcv-fy2027; youth-bulge,World Bank Public FCV list (FY2027); Youth bulge,,,26472497,/population-pyramids/2026/high-growth-pyramid/syrian-arab-republic.png,https://www.populationpyramid.net/syrian-arab-republic/2026/,https://www.populationpyramid.net/api/pp/760/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fsyrian-arab-republic%2F2026%2F%3Fshare%3Dtrue
2026,Tajikistan,tajikistan,762,high-growth-pyramid,High-growth pyramid,1.779,35.43,60.28,4.29,Lower middle income,LMC,TJK,0.948,1.262,40.85,25.3,,,,,10978599,/population-pyramids/2026/high-growth-pyramid/tajikistan.png,https://www.populationpyramid.net/tajikistan/2026/,https://www.populationpyramid.net/api/pp/762/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftajikistan%2F2026%2F%3Fshare%3Dtrue
2026,TFYR Macedonia,tfyr-macedonia,807,bullet-column,Bullet / column,0.82,16.24,64.77,18.98,Upper middle income,UMC,MKD,1.007,1.316,38.63,17.25,,,,,1804063,/population-pyramids/2026/bullet-column/tfyr-macedonia.png,https://www.populationpyramid.net/tfyr-macedonia/2026/,https://www.populationpyramid.net/api/pp/807/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftfyr-macedonia%2F2026%2F%3Fshare%3Dtrue
2026,Thailand,thailand,764,low-growth-constrictive,Low-growth / constrictive,0.665,14.08,69.24,16.68,Upper middle income,UMC,THA,1.004,1.308,41.8,19.17,,,,,71559615,/population-pyramids/2026/low-growth-constrictive/thailand.png,https://www.populationpyramid.net/thailand/2026/,https://www.populationpyramid.net/api/pp/764/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fthailand%2F2026%2F%3Fshare%3Dtrue
2026,Timor-Leste,timor-leste,626,high-growth-pyramid,High-growth pyramid,1.714,32.61,62.21,5.19,Lower middle income,LMC,TLS,1.008,1.162,42.4,30.4,cohort-notch; youth-bulge,Cohort notch; Youth bulge,45-49 (0.79),,1436923,/population-pyramids/2026/high-growth-pyramid/timor-leste.png,https://www.populationpyramid.net/timor-leste/2026/,https://www.populationpyramid.net/api/pp/626/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftimor-leste%2F2026%2F%3Fshare%3Dtrue
2026,Togo,togo,768,high-growth-pyramid,High-growth pyramid,2.18,38.78,57.9,3.32,Lower middle income,LMC,TGO,1.027,1.12,38.62,27.45,,,,,9930919,/population-pyramids/2026/high-growth-pyramid/togo.png,https://www.populationpyramid.net/togo/2026/,https://www.populationpyramid.net/api/pp/768/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftogo%2F2026%2F%3Fshare%3Dtrue
2026,Tonga,tonga,776,high-growth-pyramid,High-growth pyramid,2.254,34.37,58.65,6.98,Upper middle income,UMC,TON,0.746,1.405,35.05,27.46,male-working-age-deficit,Working-age male deficit,,,103291,/population-pyramids/2026/high-growth-pyramid/tonga.png,https://www.populationpyramid.net/tonga/2026/,https://www.populationpyramid.net/api/pp/776/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftonga%2F2026%2F%3Fshare%3Dtrue
2026,Trinidad and Tobago,trinidad-and-tobago,780,low-growth-constrictive,Low-growth / constrictive,0.746,17.21,69.29,13.5,High income,HIC,TTO,1.023,1.313,44.62,18.83,,,,,1513268,/population-pyramids/2026/low-growth-constrictive/trinidad-and-tobago.png,https://www.populationpyramid.net/trinidad-and-tobago/2026/,https://www.populationpyramid.net/api/pp/780/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftrinidad-and-tobago%2F2026%2F%3Fshare%3Dtrue
2026,Tunisia,tunisia,788,bullet-column,Bullet / column,1.073,23.04,66.63,10.33,Lower middle income,LMC,TUN,0.972,1.205,42.3,20.59,,,,,12415138,/population-pyramids/2026/bullet-column/tunisia.png,https://www.populationpyramid.net/tunisia/2026/,https://www.populationpyramid.net/api/pp/788/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Ftunisia%2F2026%2F%3Fshare%3Dtrue
2026,Turkey,turkey,792,bullet-column,Bullet / column,0.911,20.58,68.52,10.9,Upper middle income,UMC,TUR,1.031,1.271,44.52,21.96,,,,,87926082,/population-pyramids/2026/bullet-column/turkey.png,https://www.populationpyramid.net/turkey/2026/,https://www.populationpyramid.net/api/pp/792/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fturkey%2F2026%2F%3Fshare%3Dtrue
2026,Turkmenistan,turkmenistan,795,high-growth-pyramid,High-growth pyramid,1.402,30.81,64.1,5.09,Upper middle income,UMC,TKM,1.004,1.741,42.91,22.14,cohort-notch; female-longevity-skew,Cohort notch; Older female surplus,20-24 (0.79),,7736631,/population-pyramids/2026/high-growth-pyramid/turkmenistan.png,https://www.populationpyramid.net/turkmenistan/2026/,https://www.populationpyramid.net/api/pp/795/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fturkmenistan%2F2026%2F%3Fshare%3Dtrue
2026,Uganda,uganda,800,high-growth-pyramid,High-growth pyramid,2.532,42.67,55.06,2.27,Low income,LIC,UGA,0.98,1.474,37.95,29.88,youth-bulge; very-young-population,Youth bulge; Very young population,,,52761470,/population-pyramids/2026/high-growth-pyramid/uganda.png,https://www.populationpyramid.net/uganda/2026/,https://www.populationpyramid.net/api/pp/800/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fuganda%2F2026%2F%3Fshare%3Dtrue
2026,Ukraine,ukraine,804,low-growth-constrictive,Low-growth / constrictive,0.615,13.41,67.45,19.13,Upper middle income,UMC,UKR,1.004,1.866,41.73,16.76,world-bank-fcv-fy2027; female-longevity-skew,World Bank Public FCV list (FY2027); Older female surplus,,,39535849,/population-pyramids/2026/low-growth-constrictive/ukraine.png,https://www.populationpyramid.net/ukraine/2026/,https://www.populationpyramid.net/api/pp/804/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fukraine%2F2026%2F%3Fshare%3Dtrue
2026,United Arab Emirates,united-arab-emirates,784,low-growth-constrictive,Low-growth / constrictive,0.444,15.91,82.26,1.83,High income,HIC,ARE,2.051,0.795,67.81,25.91,male-working-age-surplus; cohort-notch; working-age-bulge,Working-age male surplus; Cohort notch; Working-age bulge,15-19 (0.66),,11574682,/population-pyramids/2026/low-growth-constrictive/united-arab-emirates.png,https://www.populationpyramid.net/united-arab-emirates/2026/,https://www.populationpyramid.net/api/pp/784/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Funited-arab-emirates%2F2026%2F%3Fshare%3Dtrue
2026,United Kingdom,united-kingdom,826,bullet-column,Bullet / column,0.863,16.72,63.34,19.94,High income,HIC,GBR,1.016,1.192,38.23,18.38,,,,,69931528,/population-pyramids/2026/bullet-column/united-kingdom.png,https://www.populationpyramid.net/united-kingdom/2026/,https://www.populationpyramid.net/api/pp/826/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Funited-kingdom%2F2026%2F%3Fshare%3Dtrue
2026,United Republic of Tanzania,united-republic-of-tanzania,834,high-growth-pyramid,High-growth pyramid,2.492,42.15,54.82,3.04,Lower middle income,LMC,TZA,0.98,1.551,37.56,27.98,very-young-population,Very young population,,,72563781,/population-pyramids/2026/high-growth-pyramid/united-republic-of-tanzania.png,https://www.populationpyramid.net/united-republic-of-tanzania/2026/,https://www.populationpyramid.net/api/pp/834/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Funited-republic-of-tanzania%2F2026%2F%3Fshare%3Dtrue
2026,United States of America,united-states-of-america,840,bullet-column,Bullet / column,0.848,16.91,64.26,18.84,High income,HIC,USA,1.064,1.173,39.95,19.77,,,,,349035494,/population-pyramids/2026/bullet-column/united-states-of-america.png,https://www.populationpyramid.net/united-states-of-america/2026/,https://www.populationpyramid.net/api/pp/840/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Funited-states-of-america%2F2026%2F%3Fshare%3Dtrue
2026,United States Virgin Islands,united-states-virgin-islands,850,bullet-column,Bullet / column,1.022,16.44,60,23.56,High income,HIC,VIR,0.947,1.431,32.5,16.37,,,,,83401,/population-pyramids/2026/bullet-column/united-states-virgin-islands.png,https://www.populationpyramid.net/united-states-virgin-islands/2026/,https://www.populationpyramid.net/api/pp/850/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Funited-states-virgin-islands%2F2026%2F%3Fshare%3Dtrue
2026,Uruguay,uruguay,858,bullet-column,Bullet / column,0.845,17.51,65.96,16.53,High income,HIC,URY,1.021,1.537,41.56,21.2,,,,,3382537,/population-pyramids/2026/bullet-column/uruguay.png,https://www.populationpyramid.net/uruguay/2026/,https://www.populationpyramid.net/api/pp/858/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Furuguay%2F2026%2F%3Fshare%3Dtrue
2026,Uzbekistan,uzbekistan,860,high-growth-pyramid,High-growth pyramid,1.486,31.46,62.25,6.29,Lower middle income,LMC,UZB,1.041,1.39,41.89,21.44,,,,,37724223,/population-pyramids/2026/high-growth-pyramid/uzbekistan.png,https://www.populationpyramid.net/uzbekistan/2026/,https://www.populationpyramid.net/api/pp/860/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fuzbekistan%2F2026%2F%3Fshare%3Dtrue
2026,Vanuatu,vanuatu,548,high-growth-pyramid,High-growth pyramid,2.059,37.57,57.96,4.46,Lower middle income,LMC,VUT,0.959,1.099,38.51,25.35,cohort-notch,Cohort notch,45-49 (0.79),,342564,/population-pyramids/2026/high-growth-pyramid/vanuatu.png,https://www.populationpyramid.net/vanuatu/2026/,https://www.populationpyramid.net/api/pp/548/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fvanuatu%2F2026%2F%3Fshare%3Dtrue
2026,Venezuela (Bolivarian Republic of),venezuela-bolivarian-republic-of,862,high-growth-pyramid,High-growth pyramid,1.294,24.32,65.32,10.35,Lower middle income,LMC,VEN,1.003,1.328,40.02,25.02,,,,,28633711,/population-pyramids/2026/high-growth-pyramid/venezuela-bolivarian-republic-of.png,https://www.populationpyramid.net/venezuela-bolivarian-republic-of/2026/,https://www.populationpyramid.net/api/pp/862/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fvenezuela-bolivarian-republic-of%2F2026%2F%3Fshare%3Dtrue
2026,Viet Nam,viet-nam,704,bullet-column,Bullet / column,1.01,22.44,67.66,9.91,Upper middle income,UMC,VNM,0.996,1.548,43.53,20.11,,,,,102177431,/population-pyramids/2026/bullet-column/viet-nam.png,https://www.populationpyramid.net/viet-nam/2026/,https://www.populationpyramid.net/api/pp/704/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fviet-nam%2F2026%2F%3Fshare%3Dtrue
2026,Western Sahara,western-sahara,732,bullet-column,Bullet / column,0.913,22.73,70.29,6.98,Not classified,NA,,1.298,0.993,48.52,21.39,working-age-bulge,Working-age bulge,,,610813,/population-pyramids/2026/bullet-column/western-sahara.png,https://www.populationpyramid.net/western-sahara/2026/,https://www.populationpyramid.net/api/pp/732/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fwestern-sahara%2F2026%2F%3Fshare%3Dtrue
