year,name,slug,locationCode,shapeClass,shapeLabel,baseToCoreRatio,childrenShare,workingAgeShare,olderShare,incomeGroup,incomeGroupCode,worldBankCode,maleToFemale20to49,femaleToMale65Plus,workingAgeBulgeShare,youthBulgeShare,interestingTags,interestingTagLabels,notchedCohorts,maleDentCohorts,population,imagePath,pageUrl,dataUrl,imageUrl
2026,Afghanistan,afghanistan,4,high-growth-pyramid,High-growth pyramid,2.498,42.22,55.33,2.45,Low income,LIC,AFG,1.025,1.362,38.01,29.44,world-bank-fcv-fy2027; youth-bulge; very-young-population,World Bank Public FCV list (FY2027); Youth bulge; Very young population,,,45047069,/population-pyramids/2026/high-growth-pyramid/afghanistan.png,https://www.populationpyramid.net/afghanistan/2026/,https://www.populationpyramid.net/api/pp/4/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fafghanistan%2F2026%2F%3Fshare%3Dtrue
2026,Albania,albania,8,low-growth-constrictive,Low-growth / constrictive,0.778,16.33,65.34,18.33,Upper middle income,UMC,ALB,1.024,1.144,41.18,19.36,,,,,2751025,/population-pyramids/2026/low-growth-constrictive/albania.png,https://www.populationpyramid.net/albania/2026/,https://www.populationpyramid.net/api/pp/8/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Falbania%2F2026%2F%3Fshare%3Dtrue
2026,Algeria,algeria,12,high-growth-pyramid,High-growth pyramid,1.408,29.44,63.51,7.04,Upper middle income,UMC,DZA,1.055,1.065,41.29,20.78,,,,,48028334,/population-pyramids/2026/high-growth-pyramid/algeria.png,https://www.populationpyramid.net/algeria/2026/,https://www.populationpyramid.net/api/pp/12/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Falgeria%2F2026%2F%3Fshare%3Dtrue
2026,Angola,angola,24,high-growth-pyramid,High-growth pyramid,2.735,43.82,53.24,2.94,Lower middle income,LMC,AGO,0.975,1.291,35.45,26.67,very-young-population,Very young population,,,40215180,/population-pyramids/2026/high-growth-pyramid/angola.png,https://www.populationpyramid.net/angola/2026/,https://www.populationpyramid.net/api/pp/24/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fangola%2F2026%2F%3Fshare%3Dtrue
2026,Antigua and Barbuda,antigua-and-barbuda,28,low-growth-constrictive,Low-growth / constrictive,0.789,17.22,69.89,12.89,High income,HIC,ATG,0.962,1.457,43.1,21.05,,,,,94626,/population-pyramids/2026/low-growth-constrictive/antigua-and-barbuda.png,https://www.populationpyramid.net/antigua-and-barbuda/2026/,https://www.populationpyramid.net/api/pp/28/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fantigua-and-barbuda%2F2026%2F%3Fshare%3Dtrue
2026,Argentina,argentina,32,bullet-column,Bullet / column,0.944,20.42,66.73,12.85,Upper middle income,UMC,ARG,1.032,1.345,43.59,22.98,,,,,46003734,/population-pyramids/2026/bullet-column/argentina.png,https://www.populationpyramid.net/argentina/2026/,https://www.populationpyramid.net/api/pp/32/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fargentina%2F2026%2F%3Fshare%3Dtrue
2026,Armenia,armenia,51,bullet-column,Bullet / column,0.858,18.7,66.13,15.18,Upper middle income,UMC,ARM,0.922,1.738,42.22,18.5,female-longevity-skew,Older female surplus,,,2930915,/population-pyramids/2026/bullet-column/armenia.png,https://www.populationpyramid.net/armenia/2026/,https://www.populationpyramid.net/api/pp/51/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Farmenia%2F2026%2F%3Fshare%3Dtrue
2026,Aruba,aruba,533,bullet-column,Bullet / column,0.891,16.19,65.34,18.47,High income,HIC,ABW,0.948,1.375,36.83,18.39,,,,,108164,/population-pyramids/2026/bullet-column/aruba.png,https://www.populationpyramid.net/aruba/2026/,https://www.populationpyramid.net/api/pp/533/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Faruba%2F2026%2F%3Fshare%3Dtrue
2026,Australia,australia,36,bullet-column,Bullet / column,0.856,17.52,64.02,18.47,High income,HIC,AUS,1.009,1.144,40.2,18.79,,,,,27227096,/population-pyramids/2026/bullet-column/australia.png,https://www.populationpyramid.net/australia/2026/,https://www.populationpyramid.net/api/pp/36/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Faustralia%2F2026%2F%3Fshare%3Dtrue
2026,Austria,austria,40,low-growth-constrictive,Low-growth / constrictive,0.722,14.05,64.32,21.63,High income,HIC,AUT,1.035,1.255,37.63,15.65,,,,,9107266,/population-pyramids/2026/low-growth-constrictive/austria.png,https://www.populationpyramid.net/austria/2026/,https://www.populationpyramid.net/api/pp/40/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Faustria%2F2026%2F%3Fshare%3Dtrue
2026,Azerbaijan,azerbaijan,31,bullet-column,Bullet / column,0.897,20.59,69.63,9.78,Upper middle income,UMC,AZE,0.98,1.4,44.9,20.91,,,,,10454855,/population-pyramids/2026/bullet-column/azerbaijan.png,https://www.populationpyramid.net/azerbaijan/2026/,https://www.populationpyramid.net/api/pp/31/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fazerbaijan%2F2026%2F%3Fshare%3Dtrue
2026,Bahamas,bahamas,44,low-growth-constrictive,Low-growth / constrictive,0.774,17.24,70.31,12.45,High income,HIC,BHS,0.929,1.384,44.33,21.81,,,,,404629,/population-pyramids/2026/low-growth-constrictive/bahamas.png,https://www.populationpyramid.net/bahamas/2026/,https://www.populationpyramid.net/api/pp/44/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbahamas%2F2026%2F%3Fshare%3Dtrue
2026,Bahrain,bahrain,48,low-growth-constrictive,Low-growth / constrictive,0.573,18.16,77.65,4.19,High income,HIC,BHR,2.033,0.915,59.69,21.42,male-working-age-surplus; working-age-bulge,Working-age male surplus; Working-age bulge,,,1675572,/population-pyramids/2026/low-growth-constrictive/bahrain.png,https://www.populationpyramid.net/bahrain/2026/,https://www.populationpyramid.net/api/pp/48/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbahrain%2F2026%2F%3Fshare%3Dtrue
2026,Bangladesh,bangladesh,50,high-growth-pyramid,High-growth pyramid,1.276,27.33,65.83,6.84,Lower middle income,LMC,BGD,0.889,1.04,44.99,27.24,male-working-age-deficit,Working-age male deficit,,,177818044,/population-pyramids/2026/high-growth-pyramid/bangladesh.png,https://www.populationpyramid.net/bangladesh/2026/,https://www.populationpyramid.net/api/pp/50/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbangladesh%2F2026%2F%3Fshare%3Dtrue
2026,Barbados,barbados,52,bullet-column,Bullet / column,0.867,16.93,65.45,17.62,High income,HIC,BRB,0.976,1.359,38.93,19.33,,,,,282725,/population-pyramids/2026/bullet-column/barbados.png,https://www.populationpyramid.net/barbados/2026/,https://www.populationpyramid.net/api/pp/52/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbarbados%2F2026%2F%3Fshare%3Dtrue
2026,Belarus,belarus,112,low-growth-constrictive,Low-growth / constrictive,0.741,15.46,65.65,18.89,Upper middle income,UMC,BLR,1.02,1.906,39.55,15.57,female-longevity-skew,Older female surplus,,,8937018,/population-pyramids/2026/low-growth-constrictive/belarus.png,https://www.populationpyramid.net/belarus/2026/,https://www.populationpyramid.net/api/pp/112/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbelarus%2F2026%2F%3Fshare%3Dtrue
2026,Belgium,belgium,56,bullet-column,Bullet / column,0.812,15.41,63.21,21.37,High income,HIC,BEL,1.012,1.218,37.5,17.76,,,,,11774643,/population-pyramids/2026/bullet-column/belgium.png,https://www.populationpyramid.net/belgium/2026/,https://www.populationpyramid.net/api/pp/56/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbelgium%2F2026%2F%3Fshare%3Dtrue
2026,Belize,belize,84,bullet-column,Bullet / column,1.115,26.01,68.54,5.45,Upper middle income,UMC,BLZ,1.025,1.104,47.94,27.09,,,,,428645,/population-pyramids/2026/bullet-column/belize.png,https://www.populationpyramid.net/belize/2026/,https://www.populationpyramid.net/api/pp/84/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbelize%2F2026%2F%3Fshare%3Dtrue
2026,Benin,benin,204,high-growth-pyramid,High-growth pyramid,2.378,40.94,55.86,3.19,Lower middle income,LMC,BEN,1.01,1.209,37.77,27.51,very-young-population,Very young population,,,15170419,/population-pyramids/2026/high-growth-pyramid/benin.png,https://www.populationpyramid.net/benin/2026/,https://www.populationpyramid.net/api/pp/204/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbenin%2F2026%2F%3Fshare%3Dtrue
2026,Bhutan,bhutan,64,low-growth-constrictive,Low-growth / constrictive,0.758,19.81,73.42,6.77,Lower middle income,LMC,BTN,1.2,1.028,52.75,26.4,working-age-bulge,Working-age bulge,,,802214,/population-pyramids/2026/low-growth-constrictive/bhutan.png,https://www.populationpyramid.net/bhutan/2026/,https://www.populationpyramid.net/api/pp/64/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbhutan%2F2026%2F%3Fshare%3Dtrue
2026,Bolivia (Plurinational State of),bolivia-plurinational-state-of,68,high-growth-pyramid,High-growth pyramid,1.365,29.1,65.05,5.85,Lower middle income,LMC,BOL,1.013,1.235,44.45,26.86,,,,,12749291,/population-pyramids/2026/high-growth-pyramid/bolivia-plurinational-state-of.png,https://www.populationpyramid.net/bolivia-plurinational-state-of/2026/,https://www.populationpyramid.net/api/pp/68/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbolivia-plurinational-state-of%2F2026%2F%3Fshare%3Dtrue
2026,Bosnia and Herzegovina,bosnia-and-herzegovina,70,low-growth-constrictive,Low-growth / constrictive,0.671,12.71,63.79,23.5,Upper middle income,UMC,BIH,1.058,1.582,36.9,16.03,rapid-aging-profile,Aging-heavy profile,,,3114242,/population-pyramids/2026/low-growth-constrictive/bosnia-and-herzegovina.png,https://www.populationpyramid.net/bosnia-and-herzegovina/2026/,https://www.populationpyramid.net/api/pp/70/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbosnia-and-herzegovina%2F2026%2F%3Fshare%3Dtrue
2026,Botswana,botswana,72,high-growth-pyramid,High-growth pyramid,1.454,31.77,64.12,4.11,Upper middle income,UMC,BWA,1.005,1.256,45.84,27.97,,,,,2603388,/population-pyramids/2026/high-growth-pyramid/botswana.png,https://www.populationpyramid.net/botswana/2026/,https://www.populationpyramid.net/api/pp/72/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbotswana%2F2026%2F%3Fshare%3Dtrue
2026,Brazil,brazil,76,bullet-column,Bullet / column,0.843,19.11,68.98,11.92,Upper middle income,UMC,BRA,0.996,1.271,44.93,21.53,,,,,213562666,/population-pyramids/2026/bullet-column/brazil.png,https://www.populationpyramid.net/brazil/2026/,https://www.populationpyramid.net/api/pp/76/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbrazil%2F2026%2F%3Fshare%3Dtrue
2026,Brunei Darussalam,brunei-darussalam,96,bullet-column,Bullet / column,0.82,20.39,71.99,7.62,High income,HIC,BRN,1.226,1.147,48.95,22.31,working-age-bulge,Working-age bulge,,,469775,/population-pyramids/2026/bullet-column/brunei-darussalam.png,https://www.populationpyramid.net/brunei-darussalam/2026/,https://www.populationpyramid.net/api/pp/96/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbrunei-darussalam%2F2026%2F%3Fshare%3Dtrue
2026,Bulgaria,bulgaria,100,low-growth-constrictive,Low-growth / constrictive,0.75,14.34,63.2,22.46,High income,HIC,BGR,1.057,1.512,36.61,14.63,rapid-aging-profile,Aging-heavy profile,,,6667660,/population-pyramids/2026/low-growth-constrictive/bulgaria.png,https://www.populationpyramid.net/bulgaria/2026/,https://www.populationpyramid.net/api/pp/100/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fbulgaria%2F2026%2F%3Fshare%3Dtrue
2026,Burkina Faso,burkina-faso,854,high-growth-pyramid,High-growth pyramid,2.347,40.52,56.76,2.72,Low income,LIC,BFA,0.994,1.449,38.33,29.1,world-bank-fcv-fy2027; youth-bulge; very-young-population,World Bank Public FCV list (FY2027); Youth bulge; Very young population,,,24601700,/population-pyramids/2026/high-growth-pyramid/burkina-faso.png,https://www.populationpyramid.net/burkina-faso/2026/,https://www.populationpyramid.net/api/pp/854/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fburkina-faso%2F2026%2F%3Fshare%3Dtrue
2026,Burundi,burundi,108,high-growth-pyramid,High-growth pyramid,2.639,43.22,54.22,2.56,Low income,LIC,BDI,0.98,1.283,36.33,27.81,very-young-population,Very young population,,,14729157,/population-pyramids/2026/high-growth-pyramid/burundi.png,https://www.populationpyramid.net/burundi/2026/,https://www.populationpyramid.net/api/pp/108/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fburundi%2F2026%2F%3Fshare%3Dtrue
2026,Cabo Verde,cabo-verde,132,bullet-column,Bullet / column,1.034,23.83,68.7,7.46,Upper middle income,UMC,CPV,1.099,1.481,46.79,25.31,,,,,529630,/population-pyramids/2026/bullet-column/cabo-verde.png,https://www.populationpyramid.net/cabo-verde/2026/,https://www.populationpyramid.net/api/pp/132/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcabo-verde%2F2026%2F%3Fshare%3Dtrue
2026,Cambodia,cambodia,116,high-growth-pyramid,High-growth pyramid,1.379,29.21,64.18,6.6,Lower middle income,LMC,KHM,0.973,1.534,43.47,24.52,cohort-notch,Cohort notch,50-54 (0.82),,18051220,/population-pyramids/2026/high-growth-pyramid/cambodia.png,https://www.populationpyramid.net/cambodia/2026/,https://www.populationpyramid.net/api/pp/116/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcambodia%2F2026%2F%3Fshare%3Dtrue
2026,Cameroon,cameroon,120,high-growth-pyramid,High-growth pyramid,2.319,40.79,56.36,2.84,Lower middle income,LMC,CMR,0.99,1.233,38.49,27.71,world-bank-fcv-fy2027; very-young-population,World Bank Public FCV list (FY2027); Very young population,,,30640817,/population-pyramids/2026/high-growth-pyramid/cameroon.png,https://www.populationpyramid.net/cameroon/2026/,https://www.populationpyramid.net/api/pp/120/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcameroon%2F2026%2F%3Fshare%3Dtrue
2026,Canada,canada,124,low-growth-constrictive,Low-growth / constrictive,0.721,14.85,64.41,20.73,High income,HIC,CAN,1.03,1.159,40.32,18.38,,,,,40467727,/population-pyramids/2026/low-growth-constrictive/canada.png,https://www.populationpyramid.net/canada/2026/,https://www.populationpyramid.net/api/pp/124/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcanada%2F2026%2F%3Fshare%3Dtrue
2026,Central African Republic,central-african-republic,140,high-growth-pyramid,High-growth pyramid,3.658,48.23,49.54,2.24,Low income,LIC,CAF,0.845,1.44,32.22,30.45,world-bank-fcv-fy2027; fcv-male-deficit-signal; male-working-age-deficit; youth-bulge; very-young-population,World Bank Public FCV list (FY2027); FCV context with working-age male deficit; Working-age male deficit; Youth bulge; Very young population,,,5698984,/population-pyramids/2026/high-growth-pyramid/central-african-republic.png,https://www.populationpyramid.net/central-african-republic/2026/,https://www.populationpyramid.net/api/pp/140/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcentral-african-republic%2F2026%2F%3Fshare%3Dtrue
2026,Chad,chad,148,high-growth-pyramid,High-growth pyramid,2.938,46.01,51.85,2.13,Low income,LIC,TCD,0.999,1.204,34.98,27.3,very-young-population,Very young population,,,21560380,/population-pyramids/2026/high-growth-pyramid/chad.png,https://www.populationpyramid.net/chad/2026/,https://www.populationpyramid.net/api/pp/148/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fchad%2F2026%2F%3Fshare%3Dtrue
2026,Channel Islands,channel-islands,830,low-growth-constrictive,Low-growth / constrictive,0,NaN,NaN,NaN,High income,HIC,CHI,NaN,NaN,NaN,NaN,,,,,0,/population-pyramids/2026/low-growth-constrictive/channel-islands.png,https://www.populationpyramid.net/channel-islands/2026/,https://www.populationpyramid.net/api/pp/830/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fchannel-islands%2F2026%2F%3Fshare%3Dtrue
2026,Chile,chile,152,low-growth-constrictive,Low-growth / constrictive,0.707,16.12,68.82,15.05,High income,HIC,CHL,1.021,1.18,44.38,19.95,,,,,19945849,/population-pyramids/2026/low-growth-constrictive/chile.png,https://www.populationpyramid.net/chile/2026/,https://www.populationpyramid.net/api/pp/152/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fchile%2F2026%2F%3Fshare%3Dtrue
2026,China,china,156,low-growth-constrictive,Low-growth / constrictive,0.705,14.8,70.07,15.13,Upper middle income,UMC,CHN,1.104,1.234,40.53,17.41,,,,,1412914088,/population-pyramids/2026/low-growth-constrictive/china.png,https://www.populationpyramid.net/china/2026/,https://www.populationpyramid.net/api/pp/156/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fchina%2F2026%2F%3Fshare%3Dtrue
2026,"China, Hong Kong SAR",china-hong-kong-sar,344,low-growth-constrictive,Low-growth / constrictive,0.487,10.02,65.3,24.68,High income,HIC,HKG,0.76,1.143,37.69,11.89,male-working-age-deficit; cohort-notch; rapid-aging-profile,Working-age male deficit; Cohort notch; Aging-heavy profile,20-24 (0.80),,7378602,/population-pyramids/2026/low-growth-constrictive/china-hong-kong-sar.png,https://www.populationpyramid.net/china-hong-kong-sar/2026/,https://www.populationpyramid.net/api/pp/344/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fchina-hong-kong-sar%2F2026%2F%3Fshare%3Dtrue
2026,"China, Macao SAR",china-macao-sar,446,low-growth-constrictive,Low-growth / constrictive,0.545,13.43,70.64,15.93,High income,HIC,MAC,0.831,1.112,45.8,15.54,male-working-age-deficit,Working-age male deficit,,,723189,/population-pyramids/2026/low-growth-constrictive/china-macao-sar.png,https://www.populationpyramid.net/china-macao-sar/2026/,https://www.populationpyramid.net/api/pp/446/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fchina-macao-sar%2F2026%2F%3Fshare%3Dtrue
2026,Colombia,colombia,170,bullet-column,Bullet / column,0.855,19.74,69.62,10.64,Upper middle income,UMC,COL,0.996,1.251,46.31,23.44,,,,,53936226,/population-pyramids/2026/bullet-column/colombia.png,https://www.populationpyramid.net/colombia/2026/,https://www.populationpyramid.net/api/pp/170/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcolombia%2F2026%2F%3Fshare%3Dtrue
2026,Comoros,comoros,174,high-growth-pyramid,High-growth pyramid,1.983,36.59,58.97,4.44,Lower middle income,LMC,COM,1.002,1.196,39.7,27.04,,,,,899010,/population-pyramids/2026/high-growth-pyramid/comoros.png,https://www.populationpyramid.net/comoros/2026/,https://www.populationpyramid.net/api/pp/174/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcomoros%2F2026%2F%3Fshare%3Dtrue
2026,Congo,congo,178,high-growth-pyramid,High-growth pyramid,2.281,39.4,57.45,3.14,Lower middle income,LMC,COG,1.002,1.191,37.61,27.14,,,,,6637785,/population-pyramids/2026/high-growth-pyramid/congo.png,https://www.populationpyramid.net/congo/2026/,https://www.populationpyramid.net/api/pp/178/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcongo%2F2026%2F%3Fshare%3Dtrue
2026,Costa Rica,costa-rica,188,low-growth-constrictive,Low-growth / constrictive,0.784,17.83,68.87,13.29,High income,HIC,CRI,1.014,1.215,44.91,21.62,,,,,5174789,/population-pyramids/2026/low-growth-constrictive/costa-rica.png,https://www.populationpyramid.net/costa-rica/2026/,https://www.populationpyramid.net/api/pp/188/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcosta-rica%2F2026%2F%3Fshare%3Dtrue
2026,Côte d'Ivoire,côte-divoire,384,high-growth-pyramid,High-growth pyramid,2.23,40.05,57.25,2.7,Lower middle income,LMC,CIV,1.027,1.026,38.98,27.36,very-young-population,Very young population,,,33494346,/population-pyramids/2026/high-growth-pyramid/côte-divoire.png,https://www.populationpyramid.net/c%C3%B4te-divoire/2026/,https://www.populationpyramid.net/api/pp/384/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fc%25C3%25B4te-divoire%2F2026%2F%3Fshare%3Dtrue
2026,Croatia,croatia,191,low-growth-constrictive,Low-growth / constrictive,0.729,13.51,62.47,24.02,High income,HIC,HRV,1.043,1.427,36.02,16.02,rapid-aging-profile,Aging-heavy profile,,,3822345,/population-pyramids/2026/low-growth-constrictive/croatia.png,https://www.populationpyramid.net/croatia/2026/,https://www.populationpyramid.net/api/pp/191/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcroatia%2F2026%2F%3Fshare%3Dtrue
2026,Cuba,cuba,192,low-growth-constrictive,Low-growth / constrictive,0.777,14.72,67.67,17.6,Upper middle income,UMC,CUB,1.045,1.257,37.22,17.26,cohort-notch,Cohort notch,45-49 (0.79),,10892659,/population-pyramids/2026/low-growth-constrictive/cuba.png,https://www.populationpyramid.net/cuba/2026/,https://www.populationpyramid.net/api/pp/192/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcuba%2F2026%2F%3Fshare%3Dtrue
2026,Curaçao,curaçao,531,low-growth-constrictive,Low-growth / constrictive,0.662,14.23,67.94,17.84,High income,HIC,CUW,1.096,1.695,42.25,19.99,female-longevity-skew,Older female surplus,,,185441,/population-pyramids/2026/low-growth-constrictive/curaçao.png,https://www.populationpyramid.net/cura%C3%A7ao/2026/,https://www.populationpyramid.net/api/pp/531/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcura%25C3%25A7ao%2F2026%2F%3Fshare%3Dtrue
2026,Cyprus,cyprus,196,low-growth-constrictive,Low-growth / constrictive,0.664,16.05,68.7,15.25,High income,HIC,CYP,1.083,1.161,45.67,16.62,,,,,1382335,/population-pyramids/2026/low-growth-constrictive/cyprus.png,https://www.populationpyramid.net/cyprus/2026/,https://www.populationpyramid.net/api/pp/196/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fcyprus%2F2026%2F%3Fshare%3Dtrue
2026,Czech Republic,czech-republic,203,low-growth-constrictive,Low-growth / constrictive,0.769,14.83,63.73,21.45,High income,HIC,CZE,1.064,1.353,37.26,15.5,,,,,10527781,/population-pyramids/2026/low-growth-constrictive/czech-republic.png,https://www.populationpyramid.net/czech-republic/2026/,https://www.populationpyramid.net/api/pp/203/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fczech-republic%2F2026%2F%3Fshare%3Dtrue
2026,Dem. People's Republic of Korea,dem-peoples-republic-of-korea,408,bullet-column,Bullet / column,0.919,18.89,68.1,13.01,Low income,LIC,PRK,1.029,1.33,40.67,19.61,,,,,26633691,/population-pyramids/2026/bullet-column/dem-peoples-republic-of-korea.png,https://www.populationpyramid.net/dem-peoples-republic-of-korea/2026/,https://www.populationpyramid.net/api/pp/408/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fdem-peoples-republic-of-korea%2F2026%2F%3Fshare%3Dtrue
2026,Democratic Republic of the Congo,democratic-republic-of-the-congo,180,high-growth-pyramid,High-growth pyramid,3.007,45.83,51.08,3.09,Low income,LIC,COD,0.981,1.204,34.01,26.43,world-bank-fcv-fy2027; very-young-population,World Bank Public FCV list (FY2027); Very young population,,,116452162,/population-pyramids/2026/high-growth-pyramid/democratic-republic-of-the-congo.png,https://www.populationpyramid.net/democratic-republic-of-the-congo/2026/,https://www.populationpyramid.net/api/pp/180/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fdemocratic-republic-of-the-congo%2F2026%2F%3Fshare%3Dtrue
2026,Denmark,denmark,208,bullet-column,Bullet / column,0.821,15.47,63.14,21.39,High income,HIC,DNK,1.03,1.164,37.6,18.61,,,,,6023520,/population-pyramids/2026/bullet-column/denmark.png,https://www.populationpyramid.net/denmark/2026/,https://www.populationpyramid.net/api/pp/208/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fdenmark%2F2026%2F%3Fshare%3Dtrue
2026,Djibouti,djibouti,262,high-growth-pyramid,High-growth pyramid,1.346,28.46,66.44,5.1,Lower middle income,LMC,DJI,0.987,1.238,45.1,28.03,youth-bulge,Youth bulge,,,1199460,/population-pyramids/2026/high-growth-pyramid/djibouti.png,https://www.populationpyramid.net/djibouti/2026/,https://www.populationpyramid.net/api/pp/262/2026/,https://images.populationpyramid.net/capture/?selector=%23pyramid-share-container&url=https%3A%2F%2Fwww.populationpyramid.net%2Fdjibouti%2F2026%2F%3Fshare%3Dtrue
